"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"
"11"	-3.48800483910538	-0.493572209961408	-1.83994842148764	-0.949705246077783	-1.43530138049258	-2.33602835167136	-2.07209648848904	-2.87216649020588	-1.910617350525	-1.18464626165521	-3.73470748823576	-0.281192833291825	-3.35667634609268	-1.23377034467513	-5.76452976348296	-1.88594536695806	-2.77181540602321	-2.64563921291682	-1.52326129982027	-1.02167012749389	-0.303751543395736	-0.885759571881772	-2.73703330318658	-1.76279024323335	-2.41246087605728	-1.3147240834994	-1.8377151230559	-0.52588888553609	-2.74381424100116	-3.21940329691672	-1.97210684752767	-0.706294401584363	-1.08544287399537	-1.60761813258862	-3.59201750861685	-4.60126312035645	-3.27240238013581	-1.15406300981378	-0.45583933974076	-2.21021276355624	-1.430659296216	-1.44275831701643	-8.21572465325656	-1.82013224044184	-0.290815897457907	-0.524565900031532	-0.763931065614969	-3.9919565016158	-3.30420684181476	-0.742290171893132	-1.58702154323427	-1.90038446847535	-0.784326384844765	-0.33738287708423	-4.16625255609459	-0.548100237269243	-1.99507288964429	-1.18736470504204	-1.46221344283303	-0.675752560868233	-2.29028974058106	-0.468068236941125	-1.55188493761239	-3.26103651439303	-3.46628759723643
"12"	-2.84983424216003	-0.179554716976606	-2.28520677961157	-0.937895852521294	-2.23391975350459	-1.61269141516824	-2.37113242941387	-3.65388983110476	-2.68124137574617	-1.27737240050138	-3.11021314019994	-0.934677310933586	-2.96878400839532	-0.141194042580114	-2.20328165082287	-1.04440683639587	-2.15075967653797	-1.77678915702559	-1.71374063973568	-0.826953591315605	-1.09261886584619	-0.816065048319282	-1.4623769765962	-0.616250047251425	-1.80731757465988	-1.14648057365245	-2.88139427338757	-2.60216865809091	-1.84758994206569	-2.23228117326962	-3.59828920621356	-1.1913094102145	-0.958958530465617	-1.69255992011778	-2.92579416382696	-5.20022476578064	-4.87755110865396	-1.16265435125541	-1.42069772291137	-2.6416905204951	-1.65710188288378	-4.08307267808259	-8.66418982708083	-3.90489695937076	-2.11691101408114	-0.864614153024704	-1.98465802848583	-2.20958640537094	-3.58509577809316	-1.9778625410213	-1.45178585999894	-1.49776193710123	-0.697276034297965	-0.246227918288563	-3.91734362178875	-0.996037440140356	-1.40267955713788	-0.559109541079747	-1.11004439264906	-1.18394908676048	-2.02545445867149	-1.98940542045819	-1.27088081159577	-1.61240559286293	0.690802064601846
"13"	-4.21304027248734	-0.367741723453883	-4.06630395755204	-0.544615361203607	-2.51518265339419	-3.40406824050934	-2.67190123177622	-2.92130047171872	-1.96985903546619	-1.35073949850636	-4.89262140193415	-1.33580557603791	-4.58855796282019	-0.883491633598366	-5.70860186384383	-1.12628329961284	-3.79491581264877	-2.0907298596218	-2.01272228305625	-0.751448327354234	-1.76873392458378	-1.22667122673849	-1.39857772104071	-0.969871575453136	-1.34495724377125	-1.02376952023459	-3.66260238830557	-2.35348741160433	-2.01189833547483	-2.07815141568706	-2.43481575871468	-1.78418585941072	-1.13559890686168	-0.392375486364974	-4.45085347545708	-7.43197631162085	-7.54879006262772	-1.47007640351748	-0.675687732903378	-1.53528484982933	-1.44221223485452	-5.24332417918257	-8.20967011857237	-4.93948280123796	-1.27700626697456	-1.11419521458853	-1.13369111249792	-1.80492573132162	-2.15644389686448	-2.09313655237123	-1.01923953646601	-1.03947480447717	-0.853268300881894	-0.200385914851483	-2.98148167256667	-1.34323680146507	-1.83968537576499	-0.967805985369297	-1.22810501938972	-1.63404425425309	-2.63294495501628	-0.140943870594034	-1.99867850392319	-3.8640345013291	-10.9949743097169
"14"	-1.09967552436336	-0.521709994482884	-1.67868003739592	-1.06650231364974	-2.33602243732733	-3.95658525829085	-3.95983802045096	-2.82695284878097	-1.24822243064491	-1.35645763548297	-5.25482209819993	-0.729596912945397	-5.74164285349866	-1.1782268927078	-2.44372138368975	-1.6414734313701	-1.93327597535189	-1.87233574320304	-2.23437782536364	-2.13143835369246	-2.60583449889376	-0.795111877157947	-2.53740363862976	-0.831737844975029	-2.58131549163794	-0.838473798689222	-4.65026068861443	-1.5663404691352	-1.32473998187547	-4.08014457699038	-2.03830926194067	-1.35045525048711	-0.567870439583249	-1.59643462506176	-8.16171422564183	-4.86592272199153	-4.55271992440411	-1.14111250674377	-0.812069414020475	-2.91487988477375	-1.38055712810123	-7.93849019082222	-7.36206812569222	-4.13718186351456	-1.29676409185231	-0.320325735044177	-1.96379104963732	-2.1743048663485	-3.52802854368479	-2.35869504058495	-0.951048870476426	-1.57997562119034	-2.03800346154212	0.0162258497536232	-3.97950072507587	-0.609238914602	-1.23320605515928	-1.15708389211934	-1.14794410493535	-0.979311341931123	-3.54687459428825	-1.22623556905063	-1.04197528720875	-2.77935700200807	-1.64317871191088
"15"	-5.94063060330279	0.508055064015563	-2.62397063150666	-0.975307270911819	-1.95945942482855	-4.4669316384778	-2.82176802556185	-2.64094060426831	-2.55357859761226	-0.849401350397741	-3.28197402017204	-0.839553973080559	-7.1140960156382	-0.90536978531954	-2.62311779392154	-1.44036134145479	-2.70607280016631	-0.70828061426104	-2.18605449060206	-1.21663507111255	-1.62663236329697	-1.10876858441861	-2.01599433420699	-1.48975215491314	-4.31218602156086	-1.26818149639634	-4.81954434890525	-0.665523570291872	-1.67291532424436	-3.47736264157703	-1.8614108878847	-0.962947112370137	-0.909118285702609	-1.29532791538149	-3.18024551243849	-3.66901662903929	-3.55695874272709	-1.12122392009081	-0.2260675243368	-3.59960643273726	-1.45289795843397	-5.06711574131552	-6.38046924628884	-3.89980289032275	-2.40442968918059	-1.85147412703172	-1.01451139221581	-3.4602517471162	-1.7618803821079	-0.907512906634555	-1.14560804148605	-0.829020998669469	-0.858723840853737	-0.234132349076191	-2.84788784529562	-0.677478739470308	-1.26161104404048	0.660008377101665	-1.21787608002587	-1.17667383080848	-2.90830727696525	-0.887434645736628	-0.967772983556416	-4.9640308257672	-5.6845713901788
"16"	-2.51824514487747	0.117079879167059	-3.82495061642661	-1.2072190665791	-2.19004597327939	-2.80202408553564	-2.32583749921815	-2.84566587845084	-2.64002321785331	-1.70169057913272	-3.55878914044291	-0.950994068314409	-4.40242441364778	-0.421794162274051	-2.27515149963093	-2.3993131416825	-3.31731639359554	-1.28886888961172	-2.20557368463754	-1.1950510001823	-1.56534884541738	-1.39942569898169	-2.93994811556226	-1.05601152777132	-2.16202315344414	-1.0227924617425	-3.07197506658934	-1.10879180998042	-1.51494160578596	-3.43808437959746	-3.46451719244014	-1.30129424710662	-1.1996440457718	-1.00948949381567	-6.65351615543137	-6.49082823766982	-4.51333773838294	-1.12048040398672	-0.547632631059997	-2.76789395382778	-2.14038538982644	-2.63867298959902	-8.36745714155598	-3.47093790552561	-1.87027370736069	-1.27734713871069	-0.339039657157511	-5.48990354013691	-2.19098829682118	-0.874125131125738	-1.07243450296345	-0.863841388067237	-1.03099343297234	0.297916628635642	-3.62385233299052	-0.725222750061653	-1.23842816628002	-0.818030949315903	-1.40416928037728	-1.1019511793607	-2.68567171757362	-1.8036790851848	-1.09073001657488	-5.22973215653001	-3.68050156469159
"17"	-5.25844779750182	0.294630936773478	-1.82728196215423	-0.975804837654072	-2.68632376081384	-5.22436360620556	-3.1399694582591	-2.59153013816139	-3.09220148432488	-1.36567290529867	-3.71211396880599	-1.34739875222812	-4.89947433762107	-1.43140061136467	-2.15412808029039	-1.35160273455592	-3.07252517897178	-1.39646066691867	-1.91049833581216	-0.910731954080857	-1.16858534074817	-1.24494478848444	-2.28573943290468	-0.729160581754231	-1.24470648820763	-1.79509396885061	-2.66948638073796	-2.70443856135204	-2.13447494114611	-4.54431574499103	-4.1076783976421	-1.40003451421898	-1.11631510765698	-1.82169471233615	-6.21224326055433	-6.07214564856686	-4.49406787174164	-1.00559202434661	-1.18148436567635	-2.13374940296657	-1.37963616821908	-4.6064568696655	-8.71972149320257	-2.74325901896256	-2.22747139800225	-0.504437255775975	-1.14244583111749	-1.93574251985328	-3.53945283121945	-6.87080012275274	-1.44190071861138	-1.39362291079928	-0.677422145425983	0.221805331412632	-4.22894508144671	-1.1256288414039	-2.11384601198864	-0.722927263220155	-1.6913300603823	-0.689478057549547	-2.9479533824051	-1.54950853900082	-1.14065245270332	-2.12348938534956	-3.60102682498822
"18"	-2.32862444301279	-0.112050689649141	-2.24357637701879	-0.968383566443434	-1.54799150360702	-3.52842739902558	-1.86615186753494	-1.84925412784464	-2.41070010307308	-2.22372445957168	-2.87219416703596	-1.45930313110982	-2.51407522811288	-0.662855403424002	-1.87196462344219	-0.646273185266474	-3.01519293181541	-1.51720086532053	-1.30678804447755	-0.445282116328492	-0.846657749582787	-1.12983781085197	-2.40900941653093	-1.34914720701461	-1.20050126260534	-0.93406362959289	-2.78972714684666	-1.24648719797821	-2.33277416852601	-2.83531636791362	-2.79185647687722	-2.28556461591465	-0.745933415889364	-1.03243679362486	-4.67887398745893	-4.7657523248087	-3.49583455238578	-1.27710937295305	-0.452182264086706	-1.96946145697182	-1.60277898816755	-4.05213002041129	-8.17933112418008	-3.01069973706034	-1.35733051233548	-0.950528125087138	-0.834243826217273	-5.55957861031887	-3.68768997335629	-0.890294750316852	-1.51878455657219	-0.821477698413141	-0.531347177070861	-0.484465758245267	-2.2951672137535	-1.22162322072123	-1.19240105111018	-0.0647954969884284	-1.94355851867431	-1.58378871732113	-1.76146618232111	-0.642249405438433	-1.34366970509311	-1.81535652772335	-2.00054430206836
"19"	-3.8287696748174	-0.472808482064237	-1.69751275827234	-1.1926426726955	-2.27443221569391	-4.46648479993913	-1.36151043416009	-3.0234791659794	-1.81725372222873	-1.06701939520052	-10.2606190940485	-0.476031295609025	-5.03861053481528	-1.75755943791244	-3.34685680942263	-1.03906986697033	-2.60236605953904	-1.30351783844977	-1.70871235681648	-1.29537514413115	-1.08837125564265	-1.01863323816588	-1.99844976223198	-1.88233228538559	-2.79349709439285	-0.912013130237252	-3.44742494967716	-1.79792148076519	-1.75088279964774	-2.51619566258501	-2.93312606827189	-2.33395522695886	-0.937466445483162	-1.12008981537675	-5.62709162838362	-4.22921381473108	-3.77550932785606	-1.73247436096974	-0.9489735562466	-3.26781651167546	-1.84139928240419	-6.02877408336556	-8.37084398146451	-5.14347905122565	-0.579058860788266	-1.46943007458067	-0.83708264234905	-1.63077108172473	-3.47492288317803	-1.6339492470328	-1.23182942811674	-0.812322120636223	-0.445920004997881	-0.160170656477681	-5.4877476810321	-0.964712636685448	-1.3549052897776	-3.77837915356211	-1.0337406829408	-1.37180704527498	-3.82328511176384	-0.899933299994992	-0.967276989086775	-3.83880628563056	-1.26818120667192
"20"	-3.42255696293488	-0.173328286490767	-2.66252845672131	-0.934126704657186	-1.58027262993125	-2.30255180394003	-2.44823634559139	-2.51800033352983	-1.98712058521184	-2.3261128753234	-8.76283161757341	-0.940145960949666	-6.09703037657976	-1.07646718696947	-1.12005574964016	-2.80812078498549	-2.06956874115262	-2.37068047032773	-1.27087785395925	-0.470868634034762	-0.969628939218613	-0.862294498394728	-2.13124002026808	-1.78849256589357	-2.35824188326671	-1.02826104382853	-2.91395275314691	-1.15473821837572	-1.60443621848488	-1.63151686238758	-1.68927534911489	-0.877357195657225	-1.00845001605073	-0.521111059542381	-3.8043816214576	-5.34823703500843	-5.88463405763978	-1.12336157108723	-0.364685540637072	-2.30620946063864	-1.59477719264144	-4.28802334610677	-9.27733729325518	-2.43713408152331	-2.57256789905863	-1.8925975708366	-0.878836627491193	-4.52645664550066	-4.25195307052876	-0.819541473580648	-1.35434598734692	-1.5615066177491	-1.12783544265551	-0.483602573151135	-1.80218515121172	-1.16447870770414	-1.25629823946559	-1.31168223024065	-1.17687708961192	-1.61786479628134	-2.7037074481494	-0.710176481910309	-1.10676741877236	-2.71793687281045	-2.28680142562359
"21"	-0.635597361540895	-0.31591790798961	-0.880740518975421	-1.09055118854046	-1.86014098661324	-2.90676772253101	-2.88220719308919	-1.18626327425126	-1.66497597564232	-1.46379230194046	-4.9668388966137	-0.678713086357466	-7.20657106909684	-1.51428023678776	-4.17736801040445	-1.07284031569374	-1.93274930653193	-1.43901128994959	-2.65224668473906	-1.21452834260395	-1.31131688358217	-1.40989428957314	-1.91772932295684	-1.55185610212581	-1.33115844738249	-0.953505821931989	-4.83079098156482	-1.16998122874297	-1.72735461432102	-1.64188873483261	-1.37773684679057	-1.89317888149843	-0.753480913648976	-2.31795421690243	-3.36770074508051	-2.6702457731764	-4.81391240106773	-1.14466673761204	-0.37351277449248	-2.55305296042673	-1.72608597290086	-3.3509626795052	-9.05354986566776	-7.6115757771618	-1.18266182175066	-2.07797377680928	-1.06867141338107	-3.34274665057855	-3.33141668995301	-0.91427747480997	-0.876708431799686	-0.488800734260941	-0.227596962688802	-0.250195368676125	-4.11876839900832	-1.47738428732646	-1.34725754924322	-0.43592934516465	-1.37316791282612	-2.04536632864993	-1.79900584759157	-1.57841134136436	-0.929637445026114	-3.22746248410453	-2.23334412745434
"22"	-3.19421800288776	0.388503401308993	-2.97117725189288	-0.941246596483873	-0.872421258928126	-3.40286598221909	-2.06650825885746	-1.98303276151533	-1.83226603050967	-1.56151362076138	-3.41251465931153	-0.945615837851627	-3.0101320127106	-0.659387114453432	-4.25764146453843	-0.6090523916148	-2.28561962451383	-0.912764852964043	-1.58225635725216	-1.01734245132524	-1.92559992542502	-0.92819931582155	-3.10229904111267	-0.969371479420682	-2.30667018718032	-1.29012568239461	-3.34281866669109	-1.77552019758588	-0.859098905341573	-2.210317025153	-4.37160226099202	-1.20055268974821	-0.634398789104881	-1.52605505399551	-3.63358069687409	-2.97308032011561	-4.78791919770821	-1.37299496035377	-0.684671225299909	-1.78106424286265	-1.4139369506611	-3.31107902297794	-6.93117615593944	-2.64773245666346	-2.052905213458	-0.803529290681378	-1.30850577142658	-3.24141418039456	-2.16429971582425	-2.15549322069409	-1.3730863360195	-0.721291328231128	-0.804835573169814	-0.0284354640052929	-3.4184691946464	-1.14097152137418	-1.23458718311444	-1.18884069752804	-0.852954600630625	-1.03365975554697	-1.8605123532271	-0.300793488118163	-1.34057603837016	-3.79626873529791	-0.802723779758743
